symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
47A,*N[C@H](C(*)=O)[C@H](C)[C@H](O)c1ccc(N(C)C)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
Q36,*N[C@H](C(*)=O)[C@H](C)[C@H](O)c1cccc(Cl)c1Cl |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
O1C,*N[C@H](C(*)=O)[C@H](C)[C@@H](O)c1c(C)cc(C)cc1C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
ZNT,*N[C@H](C(*)=O)[C@H](C#N)CC(C)C |$_R1;;;;_R2;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
VZ4,*N[C@H](C(*)=O)c1ccc(O[C@@H]2CCOC2=O)c(Cl)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
WOK,*N[C@H](C(*)=O)c1cc(C)c(O[C@@H](C)C#N)c(C)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
LSC,*N[C@@H](Cc1cc(Br)c(O[C@@H](C)C#N)c(OCC)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
14Y,*N[C@H](C(*)=O)c1cccc(OCC)c1O[C@H](C#N)CC |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
9DH,*N[C@H](C(*)=O)c1cc(Cl)cc(Cl)c1O[C@@H](C)C(=O)OC |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NYF,*N[C@H](C(*)=O)[C@@H]1C[C@H](C)CCC1=O |$_R1;;;;_R2;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
O4D,*N[C@@H](CO[C@@H]1CCCc2ccccc21)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
JA9,*N[C@H](C(*)=O)c1cn(CCCC)nc1-c1cnn(C)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
48Z,*N[C@H](C(*)=O)c1cc(C)n([C@@H](C)c2nnn[n-]2)c1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BLO,*N[C@H](C(*)=O)c1csc([C@H]2CCC[C@@H](C)C2)n1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
9R2,*N[C@H](C(*)=O)c1cc(C)n(Cc2nc(C)no2)c1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
W8Z,*N[C@@H](CCn1c(C)c(COC)sc1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
N3W,*N[C@H](C(*)=O)[C@H](C)NC(=O)NC1(C)CCCCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JFL,*N[C@H](C(*)=O)c1cn[nH]c1-c1c(C)nn(C)c1C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BYG,*N[C@H](C(*)=O)c1cc(C)n(C[C@H]2CC=CCC2)c1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
AZ4,*N[C@H](C(*)=O)c1ccc(N(C)c2ccccc2F)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
XAY,*N[C@@H](CN1C(=O)N[C@@](C)(c2ccco2)C1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
XB5,*N[C@@H](COc1ccc(-c2ccccc2)cc1Cl)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
P2G,*N[C@@H](COc1ccc(Cl)cc1C1CCCCC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
H1F,*N[C@@H](COc1ccc2c(c1)OCC2=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
M3E,*N[C@@H](CC(C)(C)N1CCS(=O)(=O)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ZH5,*N[C@@H](CN(CCc1scnc1C)C1CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
EUR,*N[C@@H](CCS(=O)(=O)N[C@@H]1CCC[C@H]1OC)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
N4L,*N[C@H](C(*)=O)[C@H](C)NC(=O)N[C@@H]1CCCNC1=O |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
CZ5,*N[C@H](C(*)=O)c1cc(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[nH]n1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
956,*N[C@H](C(*)=O)c1cc(-c2ccc(CCC)cc2)[nH]n1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JHT,*N[C@@H](C[C@@H](OCC1CC1)c1cccc(Br)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
Q3S,*N[C@@H](C[C@H](OCc1ccccc1)c1ccccc1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
254,*N[C@@H](C[C@]1(OC[C@@H]2CCOC2)CC[C@H](C)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
QZ8,*N[C@@H](C[S@](=O)Cc1cnn(CC)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
K7A,*N[C@H](C(*)=O)c1ccc(N(CCOC)C2CC2)o1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
Y8A,*N[C@H](C(*)=O)c1ccc(N(CC(N)=O)C(C)C)o1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
HD3,*N[C@H](C(*)=O)c1ccc(N(C)c2ccc(C)cc2C)o1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JE5,*N[C@H](C(*)=O)c1ccc(N(CC)c2ccc(F)cc2)o1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
GUI,*N[C@H](C(*)=O)c1ccc(-n2ccnc2CC)c(C)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
V19,*N[C@H](C(*)=O)c1ccc(-n2nc(C)cc2C)cc1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
TUM,*N[C@H](C(*)=O)C(=O)N1CCN(c2nccs2)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
P0G,*N[C@H](C(*)=O)C(=O)N(C)[C@@H](C)C1CC1 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
14P,*N[C@H](C(*)=O)C(=O)NCc1ccc(C#N)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
EJH,*N[C@H](C(*)=O)C(=O)Nc1c(C)cc(Br)cc1OC |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
26P,*N[C@H](C(*)=O)C(=O)N[C@@H](C)CN1CCCC1=O |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
J6W,*N[C@H](C(*)=O)C(=O)[N-]c1nc2ccc(Cl)cc2s1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
WTD,*N[C@H](C(*)=O)C(=O)NC[C@H]1CC[N@@H+](C2CC2)C1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7YG,*N[C@H](C(*)=O)C(=O)NCc1nc[nH]n1 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
MXD,*N[C@H](C(*)=O)C(=O)N(C)Cc1ccc(Cl)cc1Cl |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
SVJ,*N[C@H](C(*)=O)C(=O)N[C@@H]1CCOc2ccccc21 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NFC,*N[C@H](C(*)=O)C(=O)N[C@@H](C)c1cccnc1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
R2H,*N[C@H](C(*)=O)C(=O)N[C@@H](C)[C@@H]1CCCO1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
CX3,*N[C@H](C(*)=O)C(=O)N1CCC[C@H]1C(=O)N(C)C |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
13D,*N[C@H](C(*)=O)C(=O)N1C[C@@H](C)OC[C@H]1CC |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
B97,*N[C@H](C(*)=O)C(=O)N(C)Cc1cc(C)on1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
QKL,*N[C@H](C(*)=O)C(=O)N(Cc1cccnc1)C1CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
WYZ,*N[C@H](C(*)=O)C(=O)N1CCN(S(C)(=O)=O)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7WI,*N[C@H](C(*)=O)C(=O)N(C)Cc1sccc1C |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
A0W,*N[C@H](C(*)=O)C(=O)N(Cc1ccccn1)C(C)C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
HBF,*N[C@H](C(*)=O)C(=O)N(CC1CCCCC1)C1CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
D9H,*N[C@H](C(*)=O)C(=O)N1CCC[C@H]1c1cc(C)no1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
X4C,*N[C@H](C(*)=O)C(=O)N1CCC[C@H](CNC(N)=O)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
10N,*N[C@H](C(*)=O)C(=O)N(C)[C@H](C)c1ccc(C)s1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
COJ,*N[C@H](C(*)=O)C(=O)N1CCC[N@H+](CC(N)=O)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
I3N,*N[C@H](C(*)=O)C(=O)N1C[C@@H](O)C[C@@H]1C(N)=O |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7PB,*N[C@H](C(*)=O)C(=O)NCc1nc(C)no1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
UR5,*N[C@H](C(*)=O)C(=O)N[C@@H](C)Cc1ccco1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
6C9,*N[C@H](C(*)=O)C(=O)Nc1c(Cl)ccc2scnc12 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
H5E,*N[C@H](C(*)=O)C(=O)N[C@@H](C)c1ccc(Cl)s1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
M4S,*N[C@H](C(*)=O)C(=O)Nc1cc(C(N)=O)ccc1F |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
S1H,*N[C@H](C(*)=O)C(=O)Nc1cc(C#N)cc(F)c1C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
XQ0,*N[C@H](C(*)=O)C(=O)N[C@H]1CCCC[C@H]1C(F)(F)F |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
PWJ,*N[C@H](C(*)=O)C(=O)NC(C)(C)c1ccc(Br)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
3GZ,*N[C@H](C(*)=O)C(=O)Nc1cc(Br)ccc1N(C)C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
2VT,*N[C@H](C(*)=O)C(=O)N[C@@H](C)Cn1cc[nH+]c1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
46F,*N[C@H](C(*)=O)C(=O)NCC1([NH+](C)C)CCCCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7UO,*N[C@H](C(*)=O)C(=O)Nc1ccc2[nH]ccc2c1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
GRS,*N[C@H](C(*)=O)C(=O)Nc1sccc1C(N)=O |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
6DX,*N[C@H](C(*)=O)C(=O)N(C)OC |$_R1;;;;_R2;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JZO,*N[C@H](C(*)=O)C(=O)[N-]c1nnc(C2CC2)o1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
SND,*N[C@H](C(*)=O)C(=O)NCCc1ccc(O)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
8HS,*N[C@H](C(*)=O)C(=O)N(CC)c1ccc(F)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
WUH,*N[C@H](C(*)=O)C(=O)Nc1nc2c(s1)CCCC2 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
TEO,*N[C@H](C(*)=O)C(=O)N(C)c1ccccc1OC |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
RTS,*N[C@H](C(*)=O)C(=O)N[C@H](C)c1cc(C)oc1C |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
PUM,*N[C@H](C(*)=O)C(=O)N[C@@H](C)C[NH+]1CCCC1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
3YV,*N[C@@H](C[C@H](C)O[C@H]1CC[C@@H](C)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
B2D,*N[C@@H](C[C@H](C)Oc1ccc(Br)cc1Cl)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
WXZ,*N[C@@H](C[C@H](C)OCc1cccs1)C(*)=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
E0I,*N[C@@H](C[C@H](C)Sc1nncn1C)C(*)=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
Y1G,*N[C@@H](C[C@H](C)Sc1ccc(F)c(F)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
IDO,*N[C@@H](C[C@H](C)Sc1ncccc1N)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
Z2J,*N[C@@H](C[C@H](C)Sc1nc(C)n[nH]1)C(*)=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
JH5,*N[C@@H](C[C@H](C)[N@@H+]1CCc2sccc2C1)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
EP9,*N[C@@H](C[C@H](C)N1CCOCC1(C)C)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
T1J,*N[C@@H](C[C@H](C)N1CC[NH+](C(C)(C)C)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
YI6,*N[C@@H](C[C@H](C)[N@@H+](C)[C@H]1CC[C@@H](CC)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
SO2,*N[C@@H](C[C@H](C)[N@H+]1CCCN(C(C)=O)CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
V5E,*N[C@@H](CCc1nnc([C@@H]2CCCCO2)o1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
056,*N[C@H](C(*)=O)C(C)(C)CN1CC[NH+](CCO)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
F12,*N[C@H](C(*)=O)C(C)(C)CN1CCOC[C@H]1CC |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
5CT,*N[C@H](C(*)=O)C(CC)(CC)CN(C)[C@@H]1CCS(=O)(=O)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
V1Z,*N[C@H](C(*)=O)C(C)(C)C[N@H+](C)Cc1cscn1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
PF8,*N[C@H](C(*)=O)[C@@](C)(CC)CN(C)c1cccc(OC)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
K6N,*N[C@H](C(*)=O)C(CC)(CC)CN(C)c1ccc(F)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
TZ5,*N[C@H](C(*)=O)C(C)(C)CN(C)c1cc(C)cc(C)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
85H,*N[C@H](C(*)=O)C1(CN2CCOCC2(C)C)CCCCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
83M,*N[C@H](C(*)=O)[C@@]1(C[N@H+](C)Cc2csc(Br)c2)CCOC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
VLW,*N[C@H](C(*)=O)C(CC)(CC)C[N@@H+](C)[C@H]1CC[C@@H](C)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7I1,*N[C@H](C(*)=O)C(C)(C)C[N@@H+](Cc1ccco1)C1CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
0X4,*N[C@H](C(*)=O)C(C)(C)C[N@@H+](C)Cc1cccc(OC)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
U5E,*N[C@H](C(*)=O)[C@H](C)Nc1cc(C)ccc1C(N)=O |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
AMZ,*N[C@H](C(*)=O)C(=O)N[C@H]1CCc2ccccc2C1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
GUF,*N[C@@H](CC#CC)C(*)=O |$_R1;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
SWJ,*N[C@@H](CN(C)c1ccccc1C(F)(F)F)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
CJE,*N[C@H](C(*)=O)c1c(COC)nn(CCC(C)C)c1Cl |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
DG6,*N[C@@H](CNc1cccc(O[C@H](C)CC)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ZWK,*N[C@@H](C[C@@H](OC1CCC1)c1ccc(C)cc1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
TZ1,*N[C@@H](Cc1cccc(OCC2CCOCC2)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
CYW,*N[C@@H](C[S@](=O)CC1CCOCC1)C(*)=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
SPQ,*N[C@H](C(*)=O)C1(CN2CCS(=O)(=O)CC2)CCOCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
I81,*N[C@H](C(*)=O)C1(C[N@H+](CCO)C(C)C)CCOCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
7VC,*N[C@@H](CCc1cn(-c2cc(F)ccc2C)nn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
DOW,*N[C@@H](Cc1cn(CCSc2ccc(C)cc2)nn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
D05,*N[C@@H](Cc1cn(Cc2nc(C(C)(C)C)no2)nn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
Z4U,*N[C@@H](Cc1cn(Cc2ccccc2OCC)nn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
00H,*N[C@@H](CCc1cn(Cc2noc(C3CC3)n2)nn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
RH2,*N[C@H](C(*)=O)[C@]1(O)COc2cc(O)ccc21 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BI9,*N[C@H](C(*)=O)[C@](C)(O)CCc1ccc(O)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
87F,*N[C@H](C(*)=O)[C@](O)(CC)c1ccc(CC)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
4I3,*N[C@H](C(*)=O)c1cccn1[C@@H](CC)C1CCCCC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BVL,*N[C@H](C(*)=O)c1cccc(Oc2cccnn2)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
10Q,*N[C@H](C(*)=O)c1cnc(-c2cccc(OCCC)c2)s1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
IWO,*N[C@H](C(*)=O)C(=O)N[C@]1(CO)CC[C@H](C)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
PQ3,*N[C@H](C(*)=O)c1ccccc1N1CCCNC1=O |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
0AN,*N[C@H](C(*)=O)C(=O)N(C)[C@H]1CCC[N@@H+](C)C1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
5O8,*N[C@H](C(*)=O)[C@H](C)C(=O)c1ccco1 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
5Q3,*N[C@@H](Cn1c(-c2ccco2)c(C)sc1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
XUO,*N[C@@H](Cn1cc(CC)sc1=O)C(*)=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ASG,*N[C@H](C(*)=O)[C@H]1CCC[N@@H+](CC(=O)N(C)CCC#N)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
DCK,*N[C@H](C(*)=O)[C@H]1CCCN(CC#N)C1 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JPB,*N[C@H](C(*)=O)[C@H]1CCC[N@@H+](Cc2c(C)nn(C)c2Cl)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
FNO,*N[C@H](C(*)=O)[C@@H]1CCCCN1CC(=O)N(C)C1CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
UDL,*N[C@H](C(*)=O)[C@@H]1CCCCN1CCn1cc[nH+]c1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
LI8,*N[C@H](C(*)=O)[C@@H]1CCCCN1Cc1ncc(Cl)n1C |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NWD,*N[C@H](C(*)=O)[C@@H]1CCCCN1CCC(=O)NC(N)=O |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
H0K,*N[C@H](C(*)=O)[C@H]1CC[N@H+](Cc2nnsc2Cl)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
