symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
IEP,*N[C@H](C(*)=O)[C@H](C#N)c1ccc(OCC(C)C)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
VEQ,*N[C@H](C(*)=O)c1[nH]c(C)c(Br)c1C |$_R1;;;;_R2;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
KC3,*N[C@H](C(*)=O)c1cc(C(C)C)c(O)cc1C |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
MNI,*N[C@H](C(*)=O)C(=O)CO |$_R1;;;;_R2;;;;;$|,H,OH,H,NNAA,flexible,True,struct_only
G8D,*N[C@H](C(*)=O)c1ccc2n1[C@H](C)CC2 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
MLB,*N[C@H](C(*)=O)c1ccc2n1CCC2 |$_R1;;;;_R2;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
P54,*N[C@@H](CSC(C)C)C(*)=O |$_R1;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
12S,*N[C@H](C(*)=O)C(=O)c1ccc(NC(C)=O)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
DVU,*N[C@H](C(*)=O)C1CCN(C(=O)C(C)(C)n2cncn2)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
4R8,*N[C@H](C(*)=O)C1CCN(C(=O)Cc2nonc2C)CC1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BDK,*N[C@@H](CC(=O)N1CCC[C@H]1CCc1ccncc1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
2IW,*N[C@@H](CC(=O)N1CCO[C@@](C)(C(=O)NC)C1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
YNI,*N[C@@H](CC(=O)N1CC[N@H+](C)C[C@@H](C(=O)NC)C1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ZH2,*N[C@@H](Cn1c(-c2ccccn2)cc2cccnc21)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
EW1,*N[C@H](C(*)=O)c1ccc(OC(=O)c2cccc(Br)c2)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
4EP,*N[C@@H](COC(C)(C)C)C(*)=O |$_R1;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
MNT,*N[C@H](C(*)=O)[C@@H](C)OC(C)(C)C |$_R1;;;;_R2;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
UCM,*N[C@@H](CCS(=O)(=O)O)C(*)=O |$_R1;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
6EI,*N[C@@H](Cc1cc(=O)oc2cc(OC(C)=O)ccc12)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
VIE,*N[C@H](C(*)=O)c1c(C(=O)O)c(C)cn1C |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,OH,NNAA,flexible,True,struct_only
9D0,*N[C@@H](CC(CO)(CO)CO)C(*)=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,H,NNAA,flexible,True,struct_only
9WB,*N[C@H](C(*)=O)[C@@H]1OC(C)(C)OC1=O |$_R1;;;;_R2;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
0BM,*N[C@H](C(*)=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OC |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
06H,*N[C@H](C(*)=O)c1c(Cl)c2cc(Br)ccc2oc1=O |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
Z18,*N[C@@H](CCOc1ccc(CO)c(OC)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,H,NNAA,flexible,True,struct_only
20O,*N[C@@H](Cn1oc(=O)[n-]c1=O)C(*)=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
486,*N[C@@H](Cc1c(C(C)(C)C)o[n-]c1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
M01,*N[C@H](C(*)=O)c1ccc(-c2cccc(OC)n2)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
GXF,*N[C@H](C(*)=O)c1sccc1SCC(=O)O |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,OH,NNAA,flexible,True,struct_only
5QX,*N[C@H](C(*)=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
DJK,*N[C@H](C(*)=O)C(C)(C)SCc1ccc(C)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NYT,*N[C@H](C(*)=O)c1csc(NC(=O)CSc2nncn2C)n1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
SRA,*N[C@@H](C[S@](=O)c1ccccc1C(=O)O)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,OH,NNAA,flexible,True,struct_only
JKQ,*N[C@H](C(*)=O)c1c(O)nc(C)[nH]c1=O |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
LSX,*N[C@H](C(*)=O)c1cccn1-c1nc(C(=O)OC)n[n-]1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NJM,*N[C@H](C(*)=O)c1c(C)[nH]c2c(F)cc(Br)cc12 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
4JQ,*N[C@H](C(*)=O)c1cccn1-c1ccc(C(=O)OCC)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
EY6,*N[C@H](C(*)=O)c1c(C(C)(C)C)[nH]c2ccc(C(C)C)cc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
KRV,*N[C@H](C(*)=O)c1c(C)[nH]c2c(C)ccc(Cl)c12 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BW8,*N[C@H](C(*)=O)c1c(-c2cc(C)sc2C)[nH]c2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
Z31,*N[C@H](C(*)=O)[C@H](c1cccnc1)c1c[nH]c2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
W2N,*N[C@@H](C[C@H]1OC(=O)[C@@H]2OC(C)(C)O[C@H]12)C(*)=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
0JK,*N[C@H](C(*)=O)[C@H](CC(C)C)C(=O)OC |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
03L,*N[C@@H](CC(=O)c1c(-c2ccccc2)noc1C)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
1LY,*N[C@@H](CC(=O)c1ccc(-c2ccccn2)s1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
X73,*N[C@@H](CC(=O)c1sc(-c2cnccn2)nc1C)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
532,*N[C@H](C(*)=O)c1sccc1-n1cccc1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
EOC,*N[C@H](C(*)=O)c1sc2scc(C)c2c1C |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
W19,*N[C@H](C(*)=O)c1ccc(-c2nc(C(C)(C)C)cs2)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BYM,*N[C@H](C(*)=O)c1ccc(-c2cc(C(F)(F)F)nn2C)s1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
QMD,*N[C@@H](CC(=O)c1sc2ccc(Cl)cc2c1C)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
YKH,*N[C@H](C(*)=O)c1ccc(C#N)c(SC)n1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
QZ5,*N[C@@H](CC(=O)c1cc(-c2ccc(Cl)cc2Cl)no1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
N38,*N[C@H](C(*)=O)c1c(-c2ccccc2)nc2n1CCS2 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
YRW,*N[C@H](C(*)=O)c1ccc(-c2ccco2)cc1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
L9F,*N[C@H](C(*)=O)c1cc2sccc2n1C |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
ZXF,*N[C@H](C(*)=O)c1c(C(=O)O)[nH]c2ccc(OC)cc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,OH,NNAA,flexible,True,struct_only
J86,*N[C@@H](CSc1nnc(-c2ccc(OC)cc2)o1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
351,*N[C@@H](CCCCc1cc(C(=O)O)ccn1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,OH,NNAA,flexible,True,struct_only
Y2L,*N[C@H](C(*)=O)c1nc(-c2ccccc2Cl)n2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
Y61,*N[C@H](C(*)=O)c1ccc(Sc2cccc3cccnc23)o1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JL5,*N[C@H](C(*)=O)[C@@]1(C(=O)O)CC(F)(F)C1(F)F |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,OH,NNAA,flexible,True,struct_only
3DW,*N[C@H](C(*)=O)c1cc(OC)c(Br)c2c1OCCC2 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
6BC,*N[C@H](C(*)=O)[C@@H]1SC(Nc2cccc(O)c2)=NC1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JDX,*N[C@H](C(*)=O)c1cncc2c(Cl)n[nH]c12 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
K7C,*N[C@@H](Cn1cc(C)c(C(C)=O)c1C)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
1OA,*N[C@H](C(*)=O)c1cc2cc(C)ccc2n(CC(C)C)c1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BLK,*N[C@H](C(*)=O)c1n[nH]cc1-c1ccc(CC)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
VK5,*N[C@@H](CCn1nc(C(F)(F)F)c2c1CCCCC2)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
CY4,*N[C@@H](CCOc1nc(C2CC2)cc(C(F)(F)F)n1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
01H,*N[C@H](C(*)=O)c1ccc(OC(=O)c2ccnn2C)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7R4,*N[C@@H](Cn1nc(C(F)(F)F)c(Br)c1C1CC1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
83E,*N[C@@H](CSCn1nc(C)c(Cl)c1C)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
BAP,*N[C@@H](CSCc1cn(C)nc1C)C(*)=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
QXJ,*N[C@H](C(*)=O)c1c(-c2ccccc2)[nH+]c(N(C)C)oc1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
SOT,*N[C@@H](Cn1ccc(C(=O)N2CCCC2)n1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
RQ0,*N[C@H](C(*)=O)c1cccc(C(=O)c2ccc(Br)cc2)c1N |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
JUF,*N[C@H](C(*)=O)c1cccn1-c1nccc(OC)c1C#N |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
WMD,*N[C@H](C(*)=O)c1ccc(OCc2ccsc2C#N)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
TX4,*N[C@H](C(*)=O)c1c(F)cccc1Oc1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
ZIC,*N[C@@H](CC(=O)c1ccc2c(c1)N(C)C(=O)[C@@H](C)O2)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
PLF,*N[C@@H](Cc1cc2c(C(F)(F)F)nn(C)c2s1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ELA,*N[C@H](C(*)=O)c1ccc(C(=O)OC)n1-c1ccc(F)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
BD3,*N[C@H](C(*)=O)c1cc(C(=O)c2ccccc2F)cn1C |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
HPL,*N[C@H](C(*)=O)c1sc(N)c(C#N)c1Cl |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
J1H,*N[C@@H](CC[C@@]12C[C@H]3C[C@@H](C1)C[C@](C(=O)O)(C3)C2)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,OH,NNAA,flexible,True,struct_only
S8W,*N[C@H](C(*)=O)C1=C(Cl)c2cc(Cl)ccc2S[C@@H]1C |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
T5V,*N[C@H](C(*)=O)c1cc(C)c2cc(C(C)C)ccc(C)c1-2 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
K7Y,*N[C@@H](CC(=O)Nc1cccc2c1N(C(C)=O)CC2)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
IQY,*N[C@@H](C[C@H]1C[C@@]2(CC(C)(C)OC2=O)C(=O)O1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
DM9,*N[C@@H](C[C@@H]1Cc2c(C)nc(SC)nc2O1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
WTH,*N[C@H](C(*)=O)[C@@H](c1ccccc1)c1cc(Cl)ccc1O |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7N4,*N[C@@H](CCCC[C@H]1NC(=O)NC1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
WFO,*N[C@H](C(*)=O)[C@H]1C[C@@H](C(C)=O)C1(C)C |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
CKM,*N[C@H](C(*)=O)c1c(OC)nc2c(C)cccn2c1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
J15,*N[C@@H](C[C@]1(C)CCCC(C)(C)C1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
OVZ,*N[C@@H](CC(=O)Nc1cc(OC)nc(OC)n1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
LZ2,*N[C@H](C(*)=O)c1c(Cl)[nH]c(=O)n1-c1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
GX3,*N[C@@H](CC[N@H+]1CNc2c(c(=O)n(C)c(=O)n2C)C1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
Z7W,*N[C@H](C(*)=O)c1ccc(C(=O)c2ccc(Cl)cc2Cl)s1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
G1I,*N[C@H](C(*)=O)c1cc2[nH]c(C(=O)OC)cc2o1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
05N,*N[C@@H](CCN1CN=C(SCC)NC1)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
3SJ,*N[C@H](C(*)=O)[C@@H]1OC(=O)c2ccc(Br)cc21 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
3UT,*N[C@H](C(*)=O)[C@@H]1NC(=O)c2ccc(S(=O)(=O)N(C)C)cc21 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
SE1,*N[C@H](C(*)=O)c1cc(=O)oc2cc(N(CC)CC)ccc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
R9V,*N[C@@H](Cn1c(=S)oc2ccccc21)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
IL9,*N[C@@H](CNC1=[NH+]C(C)(C)Cc2ccccc21)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
3RB,*N[C@H](C(*)=O)[C@@H](C(=O)NCc1ccccc1)[C@@H]1CCCO1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
O24,*N[C@H](C(*)=O)c1ccc2oc(C(=O)OCC)c(C)c2c1Cl |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NQ4,*N[C@@H](CCC(=O)n1nc(C)cc1C)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
0VE,*N[C@H](C(*)=O)[C@@H](C(=O)O)n1cc[nH+]c1 |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,OH,NNAA,flexible,True,struct_only
JTO,*N[C@@H](CSc1c[nH]c2ccccc12)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
DMT,*N[C@@H](C[C@H]1CN/C(=N\c2cc(Cl)ccc2Cl)S1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
SWU,*N[C@H](C(*)=O)c1cc2ccc(OCC)cc2nc1Cl |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
XA4,*N[C@@H](CC(=O)Nc1cc(N(C)C)ccc1C)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
NHQ,*N[C@H](C(*)=O)[C@H]1CCC[C@@H](c2ccccc2)C1=O |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
4HW,*N[C@@H](Cc1c(C)nc2c(C)cccc2c1Cl)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
H90,*N[C@H](C(*)=O)c1ccc(-n2nncc2C(C)(C)C)cc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
F6X,*N[C@@H](CCC(=O)Nc1nc2ccc(C)cc2s1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
R6Z,*N[C@H](C(*)=O)c1ccc2noc(-c3ccc(Cl)cc3)c2c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
7YV,*N[C@@H](CSc1nc(O)c(C(C)C)c(=O)[nH]1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
E8Z,*N[C@H](C(*)=O)c1c(-c2ccccc2)cn2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
I8N,*N[C@H](C(*)=O)c1c(C)nc(-c2ccccc2)nc1OC |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
NYD,*N[C@H](C(*)=O)[C@@H]1N=C(Nc2nc3ccccc3o2)NC1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
2JD,*N[C@H](C(*)=O)c1c(C)nc(N2CCCCC2)[nH]c1=O |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
YJ6,*N[C@H](C(*)=O)[C@H](C)n1nnc2ccccc21 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
47I,*N[C@@H](Cn1cnc(-c2ccc(Cl)cc2)c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
KDF,*N[C@@H](Cc1ccc2nc(N)sc2c1)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
9NJ,*N[C@H](C(*)=O)[C@H](c1ccccc1)[C@@H]1CCOC(C)(C)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
371,*N[C@H](C(*)=O)[C@@]1(c2ccc(OC)cc2)CCOC(C)(C)C1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
6NT,*N[C@H](C(*)=O)c1ccc(OCCC)c(Cn2ccnc2)c1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
Y3A,*N[C@@H](CSc1c(CC)c(C)nc2ccc(Br)cc12)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
PTC,*N[C@@H](CN1C(=O)[C@H]2CC=C(Cl)C[C@H]2C1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
30Y,*N[C@@H](CN1C(=O)N[C@@H]2NC(=O)N[C@@H]21)C(*)=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
E46,*N[C@@H](CNc1ncnc2ccc(C)cc12)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
KQ6,*N[C@@H](CSc1nc(=O)cc(N)n1-c1ccccc1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
3FP,*N[C@@H](Cc1ccc(-c2ccc(F)cc2)[nH]1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
34E,*N[C@H](C(*)=O)[C@H](CC(=O)Nc1nnn[n-]1)c1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
YQC,*N[C@@H](CC(=O)Nc1nc(N)n(-c2ccccc2)n1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
RCM,*N[C@H](C(*)=O)[C@@H]1SC2=NCCN2C1=O |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
OPY,*N[C@@H](CNc1ncnc2sc3c(c12)CC[C@@H](C)C3)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
12P,*N[C@H](C(*)=O)c1nc2[nH]c3c(c(=O)n2n1)CCCC3 |$_R1;;;;_R2;;;;;;;;;;;;;;;$|,H,OH,-,NNAA,flexible,False,struct_only
YXH,*N[C@@H](CC(=O)Nc1sc2c(c1C#N)CCCCC2)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
U8G,*N[C@@H](CS[C@H]1CC(=O)N(c2ccc(F)cc2)C1=O)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
WEK,*N[C@@H](CCn1cc2c(=O)n(C)c(=O)n(C)c2c1)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
ZRJ,*N[C@@H](Cc1c(-c2ccccc2)cc2ccccn12)C(*)=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,NNAA,flexible,False,struct_only
