symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
meV,CC(C)[C@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Me_dV,CC(C)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
(N->O)Val,CC(C)[C@H](O[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
d(N->O)Val,CC(C)[C@@H](O[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
(N->O)Val(3-OH),CC(C)(O)[C@H](O[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
W,[*]N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
meW,CN([*])[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Me_dW,CN([*])[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Trp(5-Br),[*]N[C@@H](Cc1c[nH]c2ccc(Br)cc12)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Trp(6-Br),[*]N[C@@H](Cc1c[nH]c2cc(Br)ccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Trp(7-Br),[*]N[C@@H](Cc1c[nH]c2c(Br)cccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Y,Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
dY,Oc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
meY,CN([*])[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Me_dY,CN([*])[C@H](Cc1ccc(O)cc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Tyr(3-F),[*]N[C@@H](Cc1ccc(O)c(F)c1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Tyr(CHF2),[*]N[C@@H](Cc1ccc(OC(F)F)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Tyr(Me),COc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Me_Tyr(Me),COc1ccc(C[C@H](N(C)[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
dTyr(bR-OMe),CO[C@H](c1ccc(O)cc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
(N->O)Tyr,[*]O[C@@H](Cc1ccc(O)cc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono1,[*]N(CC([*])=O)Cc1ccc2OCOc2c1 |$_R1;;;;_R2;;;;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono2,C[C@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;_R1;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono3,CN([*])[C@@H](CCN1CCCCC1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono4,CN([*])[C@@H](CC(=O)N1CCCCC1)C([*])=O |$;;_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono5,CN([*])[C@@H](CC(=O)N1CCOCC1)C([*])=O |$;;_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono6,CN([*])CCCC([*])=O |$;;_R1;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Bal(3-Me),C[C@@H](CC([*])=O)N[*] |$;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Bal(d3-CF3),[*]N[C@@H](CC([*])=O)C(F)(F)F |$_R1;;;;;_R2;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono9,C=C(CCC([*])=O)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;_R3;;;;;;;;;_R1;;_R2;;;$|,H,OH,OH,CycPeptMPDB,flexible,True,full
Mono10,C=C(CCC([*])=O)c1cccc(C[C@H](N[*])C([*])=O)c1 |$;;;;;_R3;;;;;;;;;;_R1;;_R2;;$|,H,OH,OH,CycPeptMPDB,flexible,True,full
Mono11,[*]N[C@@H](Cc1ccc(CCCCCC([*])=O)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R3;;;;;_R2;$|,H,OH,OH,CycPeptMPDB,flexible,True,full
Mono12,[*]N[C@@H](Cc1cccc(CCCCC([*])=O)c1)C([*])=O |$_R1;;;;;;;;;;;;;;_R3;;;;_R2;$|,H,OH,OH,CycPeptMPDB,flexible,True,full
Mono13,C[C@H](N[*])[C@@H](C(=O)NC(C)(C)C)N1CCC[C@H]1C([*])=O |$;;;_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono14,CC[C@@H](C)[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;;_R1;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono15,C/C=C/C[C@@H](C)[C@@H](OC(C)=O)[C@@H](C([*])=O)N(C)[*] |$;;;;;;;;;;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono16,[*]O[C@H](CC(O)CCl)C([*])=O |$_R1;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono17,C[C@@H](N[*])c1nc(C([*])=O)cs1 |$;;;_R1;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono18,CC[C@H](C)[C@H](N[*])C1=N[C@H](C([*])=O)[C@@H](C)O1 |$;;;;;;_R1;;;;;_R2;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono19,[*]N[C@H](Cc1ccccc1)c1nc(C([*])=O)cs1 |$_R1;;;;;;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono20,CC(C)[C@H](N[*])C1=N[C@H](C([*])=O)[C@@H](C)O1 |$;;;;;_R1;;;;;_R2;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono23,C[C@@H](N)[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono24,C[C@H]([C@H](N[*])C([*])=O)[C@@H](C)C(N)=O |$;;;;_R1;;_R2;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono25,[*]N1CC[C@H](Cl)C[C@H]1C([*])=O |$_R1;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono26,CC[C@H](C)[C@@H](N[*])[C@@H](O)CC([*])=O |$;;;;;;_R1;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono27,CC(C)[C@H](O[*])C(=O)[C@H](C)C([*])=O |$;;;;;_R1;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono28,C/C(=C\[C@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono29,C/C(=C\[C@@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono30,CC(C)C[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;;_R1;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono31,CC(C)[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;_R1;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono32,[*]N(CC([*])=O)Cc1cccc(C(F)(F)F)c1 |$_R1;;;;_R2;;;;;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono33,[*]N(CC([*])=O)CN1CCOCC1 |$_R1;;;;_R2;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono34,CC(C)OCCCN([*])CC([*])=O |$;;;;;;;;_R1;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono35,CC[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono36,[*]N[C@@H](Cc1ccccc1)c1nnc([C@@H](Cc2ccccc2)N2CCC[C@H]2C([*])=O)o1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono37,CC(C)C[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono38,[*]N(CC([*])=O)CC1CCOCC1 |$_R1;;;;_R2;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono39,[*]N(CCOc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono40,Cn1cc(CCCN([*])CC([*])=O)cn1 |$;;;;;;;;_R1;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono41,[*]N(CCCN1CCCC1=O)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono42,[*]N(CCN1CCOCC1)CC([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono43,[*]N(CCCCc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono44,CC(C)Cc1cc(CN([*])CC([*])=O)no1 |$;;;;;;;;;_R1;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono45,[*]N(CC([*])=O)Cc1ccccc1Cn1cccn1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono46,CC(C)(C)NC(=O)[C@H]([C@H](CSc1ccccc1)N[*])N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono47,CC(C)(C)NC(=O)[C@H]([C@@H]1CN1[*])N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;_R1;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono48,[*]N(CCCc1ccc(F)cc1F)CC([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono49,[*]N[C@@H](COCc1cncc(F)c1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono50,[*]N[C@@H](COCC(F)(F)C(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono51,CN([*])[C@@H](CCC1CCCC(F)(F)C1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono52,CN([*])[C@@H](CCC1CCC(F)(F)CC1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono53,CN(C)c1ccc(C[C@H](N[*])C([*])=O)cn1 |$;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono54,C[C@H](O)COC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono55,CC(C)(O)COC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono56,CC(C)(O)CCOC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono57,CC(C)(C)NC(=O)COC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono58,[*]N(CCN1CCC(F)(F)CC1)CC([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono59,[*]N1C[C@H](N2CCC(F)(F)CC2)C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono60,[*]N1C[C@@H](N2CCC(F)(F)CC2)C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono61,CCCC[C@@H](O)[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono62,[*]N[C@@H](COCCN1CCOCC1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono63,[*]N[C@@H](CCc1noc(=O)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono64,C[C@@H](O)COC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono65,[*]N[C@@H](CCCC(O)C(F)(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono66,[*]N[C@@H](COCC(O)C(F)(F)F)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono67,CCC[C@H](C)[C@@H](O[*])[C@@H](C)[C@@H](O)C/C=C(\C)C([*])=O |$;;;;;;;_R1;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono68,CCC[C@H](C)[C@@H](O[*])[C@@H](C)[C@H](C/C=C(\C)C([*])=O)OC |$;;;;;;;_R1;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono69,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@H](C/C=C(\C)C([*])=O)O[*] |$;;;;;;;;;;;;;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono70,C/C=C/C[C@@H](C)C(=O)[C@@H](C([*])=O)N(C)[*] |$;;;;;;;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono71,CCOC(=O)n1cnc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;_R1;;_R2;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono72,CCOC(=O)N(C(=O)CC[C@H](N[*])C([*])=O)C(=O)OCC |$;;;;;;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono73,CCOC(=O)N(C(=O)C[C@H](N[*])C([*])=O)C(=O)OCC |$;;;;;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono74,CCOC(=O)/N=C(/NCCC[C@H](N[*])C([*])=O)NC(=O)OCC |$;;;;;;;;;;;;;_R1;;_R2;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono75,[*]NCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono76,[*]NCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono77,[*]NCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono78,[*]NCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono79,[*]NCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono80,[*]NCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono81,[*]NCCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono82,[*]NCCCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono83,[*]NCCCCCCNCC([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono84,C[C@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono85,C[C@@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono86,CC(C)C[C@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono87,[*]NCCCCCCN[C@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono88,CN(CCCCCCN[*])[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono89,[*]NCCCCCCN(CC([*])=O)Cc1ccccc1 |$_R1;;;;;;;;;;;_R2;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono90,CN([*])CCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono91,CC(=O)N(CCCCCCN[*])[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono92,C[C@H](CCCN[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono93,C[C@@H](CCCN[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono94,C[C@H](CCN[*])CC([*])=O |$;;;;;_R1;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono95,C[C@@H](CCN[*])CC([*])=O |$;;;;;_R1;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono96,C[C@H](CCC([*])=O)CN[*] |$;;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono97,C[C@@H](CCC([*])=O)CN[*] |$;;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono98,C[C@H](CCCC([*])=O)N[*] |$;;;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono99,C[C@@H](CCCC([*])=O)N[*] |$;;;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono100,CNC(=O)[C@H](CSCC([*])=O)N[*] |$;;;;;;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono101,CNC(=O)[C@H](CSCC([*])=O)N(C)[*] |$;;;;;;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono102,[*]N1CCC[C@H]1c1nc(C([*])=O)cs1 |$_R1;;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono103,CC[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1c1nc(C([*])=O)cs1 |$;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono104,CC(C)C[C@H](N[*])c1nc(C([*])=O)co1 |$;;;;;;_R1;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono105,CC[C@H](c1nnc([C@H](Cc2ccc(O)cc2)N[*])o1)N1CCC[C@H]1c1nc(C([*])=O)cs1 |$;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono106,[*]N[C@@H](Cc1ccccc1)c1nc(C([*])=O)co1 |$_R1;;;;;;;;;;;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono107,CC[C@@H](N[C@H](c1nc(C([*])=O)cs1)C(C)C)c1nnc([C@H](Cc2ccccc2)N[*])o1 |$;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;_R1;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono108,[*]N[C@@H](Cc1csc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;_R2;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono109,[*]N[C@@H](Cc1cc(C2=N[C@H](C([*])=O)CS2)cs1)C(N)=O |$_R1;;;;;;;;;;;_R2;;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono110,[*]N[C@@H](Cc1cccc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;;_R2;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono111,[*]N[C@@H](Cc1cncc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;;_R2;;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Mono112,[*]N[C@@H](CC1=N[C@H](C([*])=O)CS1)C(N)=O |$_R1;;;;;;;;_R2;;;;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
ac-,CC([*])=O |$;;_R2;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
deca-,CCCCCCCCCC([*])=O |$;;;;;;;;;;_R2;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
glyco-,[*]C(=O)CO |$_R2;;;;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
medl-,CN[C@H](CC(C)C)C([*])=O |$;;;;;;;;_R2;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
-pip,[*]N1CCCCC1 |$_R1;;;;;;$|,H,-,-,CycPeptMPDB,C_terminal_only,False,full
Mono21-,[*]C(=O)/C=C/C=C/C=O |$_R2;;;;;;;;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
Mono22-,CCC(C)/C=C(C)/C=C\C(O)C(C)(O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,CycPeptMPDB,N_terminal_only,False,full
dW,[*]N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Ala(O->S),C[C@H](N[*])C([*])=S |$;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
dAla(O->S),C[C@@H](N[*])C([*])=S |$;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Phe(O->S),[*]N[C@@H](Cc1ccccc1)C([*])=S |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Ile(O->S),CC[C@H](C)[C@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Lys(O->S),[*]N[C@@H](CCCCN[*])C([*])=S |$_R1;;;;;;;;_R3;;_R2;$|,H,OH,H,CycPeptMPDB,flexible,True,full
Leu(O->S),CC(C)C[C@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
dLeu(O->S),CC(C)C[C@@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Pro(O->S),[*]N1CCC[C@H]1C([*])=S |$_R1;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
dPro(O->S),[*]N1CCC[C@@H]1C([*])=S |$_R1;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Thr(O->S),C[C@@H](O[*])[C@H](N[*])C([*])=S |$;;;_R3;;;_R1;;_R2;$|,H,OH,H,CycPeptMPDB,flexible,True,full
dTrp(O->S),[*]N[C@H](Cc1c[nH]c2ccccc12)C([*])=S |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Tyr(O->S),[*]N[C@@H](Cc1ccc(O)cc1)C([*])=S |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Ac3c,[*]NC1(C([*])=O)CC1 |$_R1;;;;_R2;;;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Abu(5-Tet),[*]N[C@@H](CCc1nn[nH]n1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Gly(allyl),C=CC[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
-pyrro,[*]N1CCCC1 |$_R1;;;;;$|,H,-,-,CycPeptMPDB,C_terminal_only,False,full
Aze,[*]N1CC[C@H]1C([*])=O |$_R1;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
Bal(d3-Me),C[C@H](CC([*])=O)N[*] |$;;;;_R2;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Me_Bal(d3-Me),C[C@H](CC([*])=O)N(C)[*] |$;;;;_R2;;;;_R1$|,H,OH,-,CycPeptMPDB,flexible,False,full
Bal(d3-EtPh),[*]N[C@H](CCc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
meH,CN([*])[C@@H](Cc1c[nH]cn1)C([*])=O |$;;_R1;;;;;;;;;_R2;$|,H,OH,-,CycPeptMPDB,flexible,False,full
